"","country","year","sex","suicides_no","population","gdp_for_year....","age"
"2905","Republic of Korea",1986,"female",250,3656500,"115,537,126,326",29.5
"2906","Republic of Korea",1986,"male",671,3832600,"115,537,126,326",29.5
"2907","Republic of Korea",1986,"female",236,4325800,"115,537,126,326",44.5
"2908","Republic of Korea",1986,"male",827,4507500,"115,537,126,326",44.5
"2909","Republic of Korea",1986,"female",129,2039900,"115,537,126,326",64.5
"2910","Republic of Korea",1986,"male",377,1555500,"115,537,126,326",64.5
"2911","Republic of Korea",1986,"female",30,378000,"115,537,126,326",80
"2912","Republic of Korea",1986,"male",59,160500,"115,537,126,326",80
"2913","Republic of Korea",1987,"female",15,3986500,"146,133,338,196",9.5
"2914","Republic of Korea",1987,"male",27,4259100,"146,133,338,196",9.5
"2915","Republic of Korea",1987,"female",221,4265300,"146,133,338,196",19.5
"2916","Republic of Korea",1987,"male",493,4536200,"146,133,338,196",19.5
"2917","Republic of Korea",1987,"female",254,3813900,"146,133,338,196",29.5
"2918","Republic of Korea",1987,"male",675,3973800,"146,133,338,196",29.5
"2919","Republic of Korea",1987,"female",229,4388200,"146,133,338,196",44.5
"2920","Republic of Korea",1987,"male",781,4617500,"146,133,338,196",44.5
"2921","Republic of Korea",1987,"female",152,2113500,"146,133,338,196",64.5
"2922","Republic of Korea",1987,"male",380,1607800,"146,133,338,196",64.5
"2923","Republic of Korea",1987,"female",30,389400,"146,133,338,196",80
"2924","Republic of Korea",1987,"male",44,163700,"146,133,338,196",80
"2925","Republic of Korea",1988,"female",12,3945100,"196,964,195,387",9.5
"2926","Republic of Korea",1988,"male",14,4211600,"196,964,195,387",9.5
"2927","Republic of Korea",1988,"female",212,4255900,"196,964,195,387",19.5
"2928","Republic of Korea",1988,"male",513,4503000,"196,964,195,387",19.5
"2929","Republic of Korea",1988,"female",206,3966200,"196,964,195,387",29.5
"2930","Republic of Korea",1988,"male",575,4136900,"196,964,195,387",29.5
"2931","Republic of Korea",1988,"female",213,4499800,"196,964,195,387",44.5
"2932","Republic of Korea",1988,"male",691,4699000,"196,964,195,387",44.5
"2933","Republic of Korea",1988,"female",141,2207300,"196,964,195,387",64.5
"2934","Republic of Korea",1988,"male",281,1684400,"196,964,195,387",64.5
"2935","Republic of Korea",1988,"female",47,412300,"196,964,195,387",80
"2936","Republic of Korea",1988,"male",44,179000,"196,964,195,387",80
"2937","Republic of Korea",1989,"female",15,3861200,"243,526,047,717",9.5
"2938","Republic of Korea",1989,"male",20,4122100,"243,526,047,717",9.5
"2939","Republic of Korea",1989,"female",207,4256500,"243,526,047,717",19.5
"2940","Republic of Korea",1989,"male",464,4502500,"243,526,047,717",19.5
"2941","Republic of Korea",1989,"female",233,4069200,"243,526,047,717",29.5
"2942","Republic of Korea",1989,"male",574,4239100,"243,526,047,717",29.5
"2943","Republic of Korea",1989,"female",262,4618800,"243,526,047,717",44.5
"2944","Republic of Korea",1989,"male",693,4820500,"243,526,047,717",44.5
"2945","Republic of Korea",1989,"female",136,2301300,"243,526,047,717",64.5
"2946","Republic of Korea",1989,"male",314,1763900,"243,526,047,717",64.5
"2947","Republic of Korea",1989,"female",46,429800,"243,526,047,717",80
"2948","Republic of Korea",1989,"male",59,186600,"243,526,047,717",80
"2949","Republic of Korea",1990,"female",14,3769300,"279,349,355,714",9.5
"2950","Republic of Korea",1990,"male",26,4028200,"279,349,355,714",9.5
"2951","Republic of Korea",1990,"female",232,4250500,"279,349,355,714",19.5
"2952","Republic of Korea",1990,"male",480,4502200,"279,349,355,714",19.5
"2953","Republic of Korea",1990,"female",269,4102400,"279,349,355,714",29.5
"2954","Republic of Korea",1990,"male",550,4270100,"279,349,355,714",29.5
"2955","Republic of Korea",1990,"female",242,4781300,"279,349,355,714",44.5
"2956","Republic of Korea",1990,"male",736,4981300,"279,349,355,714",44.5
"2957","Republic of Korea",1990,"female",153,2400600,"279,349,355,714",64.5
"2958","Republic of Korea",1990,"male",352,1859100,"279,349,355,714",64.5
"2959","Republic of Korea",1990,"female",52,450100,"279,349,355,714",80
"2960","Republic of Korea",1990,"male",53,194400,"279,349,355,714",80
"2961","Republic of Korea",1991,"female",16,3699700,"325,734,233,313",9.5
"2962","Republic of Korea",1991,"male",26,3973100,"325,734,233,313",9.5
"2963","Republic of Korea",1991,"female",201,4226500,"325,734,233,313",19.5
"2964","Republic of Korea",1991,"male",451,4484500,"325,734,233,313",19.5
"2965","Republic of Korea",1991,"female",247,4115000,"325,734,233,313",29.5
"2966","Republic of Korea",1991,"male",568,4281300,"325,734,233,313",29.5
"2967","Republic of Korea",1991,"female",256,4951200,"325,734,233,313",44.5
"2968","Republic of Korea",1991,"male",708,5151700,"325,734,233,313",44.5
"2969","Republic of Korea",1991,"female",154,2489000,"325,734,233,313",64.5
"2970","Republic of Korea",1991,"male",331,1948900,"325,734,233,313",64.5
"2971","Republic of Korea",1991,"female",56,469000,"325,734,233,313",80
"2972","Republic of Korea",1991,"male",55,203800,"325,734,233,313",80
"2973","Republic of Korea",1992,"female",23,3634400,"350,051,111,253",9.5
"2974","Republic of Korea",1992,"male",26,3906100,"350,051,111,253",9.5
"2975","Republic of Korea",1992,"female",222,4195700,"350,051,111,253",19.5
"2976","Republic of Korea",1992,"male",480,4456500,"350,051,111,253",19.5
"2977","Republic of Korea",1992,"female",267,4125000,"350,051,111,253",29.5
"2978","Republic of Korea",1992,"male",644,4294600,"350,051,111,253",29.5
"2979","Republic of Korea",1992,"female",312,5119600,"350,051,111,253",44.5
"2980","Republic of Korea",1992,"male",823,5317000,"350,051,111,253",44.5
"2981","Republic of Korea",1992,"female",182,2578400,"350,051,111,253",64.5
"2982","Republic of Korea",1992,"male",438,2042700,"350,051,111,253",64.5
"2983","Republic of Korea",1992,"female",60,487200,"350,051,111,253",80
"2984","Republic of Korea",1992,"male",56,214000,"350,051,111,253",80
"2985","Republic of Korea",1993,"female",22,3570700,"386,302,839,274",9.5
"2986","Republic of Korea",1993,"male",25,3855600,"386,302,839,274",9.5
"2987","Republic of Korea",1993,"female",253,4146800,"386,302,839,274",19.5
"2988","Republic of Korea",1993,"male",522,4405500,"386,302,839,274",19.5
"2989","Republic of Korea",1993,"female",322,4131600,"386,302,839,274",29.5
"2990","Republic of Korea",1993,"male",646,4306500,"386,302,839,274",29.5
"2991","Republic of Korea",1993,"female",381,5301200,"386,302,839,274",44.5
"2992","Republic of Korea",1993,"male",1040,5494900,"386,302,839,274",44.5
"2993","Republic of Korea",1993,"female",207,2673200,"386,302,839,274",64.5
"2994","Republic of Korea",1993,"male",524,2145400,"386,302,839,274",64.5
"2995","Republic of Korea",1993,"female",91,501700,"386,302,839,274",80
"2996","Republic of Korea",1993,"male",91,221700,"386,302,839,274",80
"2997","Republic of Korea",1994,"female",30,3485300,"455,602,962,225",9.5
"2998","Republic of Korea",1994,"male",26,3787700,"455,602,962,225",9.5
"2999","Republic of Korea",1994,"female",243,4098900,"455,602,962,225",19.5
"3000","Republic of Korea",1994,"male",479,4353800,"455,602,962,225",19.5
"3001","Republic of Korea",1994,"female",337,4144000,"455,602,962,225",29.5
"3002","Republic of Korea",1994,"male",681,4326600,"455,602,962,225",29.5
"3003","Republic of Korea",1994,"female",383,5495100,"455,602,962,225",44.5
"3004","Republic of Korea",1994,"male",1025,5690100,"455,602,962,225",44.5
"3005","Republic of Korea",1994,"female",264,2774600,"455,602,962,225",64.5
"3006","Republic of Korea",1994,"male",546,2249100,"455,602,962,225",64.5
"3007","Republic of Korea",1994,"female",93,512500,"455,602,962,225",80
"3008","Republic of Korea",1994,"male",105,227600,"455,602,962,225",80
"3009","Republic of Korea",1995,"female",28,3367300,"556,130,926,913",9.5
"3010","Republic of Korea",1995,"male",30,3651900,"556,130,926,913",9.5
"3011","Republic of Korea",1995,"female",301,4120600,"556,130,926,913",19.5
"3012","Republic of Korea",1995,"male",501,4349400,"556,130,926,913",19.5
"3013","Republic of Korea",1995,"female",373,4375500,"556,130,926,913",29.5
"3014","Republic of Korea",1995,"male",759,4627000,"556,130,926,913",29.5
"3015","Republic of Korea",1995,"female",427,5725200,"556,130,926,913",44.5
"3016","Republic of Korea",1995,"male",1265,5928800,"556,130,926,913",44.5
"3017","Republic of Korea",1995,"female",281,2860400,"556,130,926,913",64.5
"3018","Republic of Korea",1995,"male",638,2212100,"556,130,926,913",64.5
"3019","Republic of Korea",1995,"female",112,593200,"556,130,926,913",80
"3020","Republic of Korea",1995,"male",126,265000,"556,130,926,913",80
"3021","Republic of Korea",1996,"female",44,3272200,"598,099,073,901",9.5
"3022","Republic of Korea",1996,"male",35,3573700,"598,099,073,901",9.5
"3023","Republic of Korea",1996,"female",367,4070800,"598,099,073,901",19.5
"3024","Republic of Korea",1996,"male",619,4291000,"598,099,073,901",19.5
"3025","Republic of Korea",1996,"female",408,4363000,"598,099,073,901",29.5
"3026","Republic of Korea",1996,"male",893,4615200,"598,099,073,901",29.5
"3027","Republic of Korea",1996,"female",532,5968300,"598,099,073,901",44.5
"3028","Republic of Korea",1996,"male",1533,6178700,"598,099,073,901",44.5
"3029","Republic of Korea",1996,"female",314,2965200,"598,099,073,901",64.5
"3030","Republic of Korea",1996,"male",796,2313200,"598,099,073,901",64.5
"3031","Republic of Korea",1996,"female",150,616700,"598,099,073,901",80
"3032","Republic of Korea",1996,"male",166,279100,"598,099,073,901",80
"3033","Republic of Korea",1997,"female",34,3201300,"557,503,074,772",9.5
"3034","Republic of Korea",1997,"male",31,3519500,"557,503,074,772",9.5
"3035","Republic of Korea",1997,"female",321,4021600,"557,503,074,772",19.5
"3036","Republic of Korea",1997,"male",528,4231500,"557,503,074,772",19.5
"3037","Republic of Korea",1997,"female",458,4358400,"557,503,074,772",29.5
"3038","Republic of Korea",1997,"male",881,4602700,"557,503,074,772",29.5
"3039","Republic of Korea",1997,"female",535,6163400,"557,503,074,772",44.5
"3040","Republic of Korea",1997,"male",1656,6387700,"557,503,074,772",44.5
"3041","Republic of Korea",1997,"female",341,3087800,"557,503,074,772",64.5
"3042","Republic of Korea",1997,"male",868,2438200,"557,503,074,772",64.5
"3043","Republic of Korea",1997,"female",173,647600,"557,503,074,772",80
"3044","Republic of Korea",1997,"male",198,296400,"557,503,074,772",80
"3045","Republic of Korea",1998,"female",42,3153700,"374,241,351,752",9.5
"3046","Republic of Korea",1998,"male",31,3494900,"374,241,351,752",9.5
"3047","Republic of Korea",1998,"female",371,3956800,"374,241,351,752",19.5
"3048","Republic of Korea",1998,"male",629,4166000,"374,241,351,752",19.5
"3049","Republic of Korea",1998,"female",533,4381500,"374,241,351,752",29.5
"3050","Republic of Korea",1998,"male",1240,4604300,"374,241,351,752",29.5
"3051","Republic of Korea",1998,"female",714,6323400,"374,241,351,752",44.5
"3052","Republic of Korea",1998,"male",2644,6568200,"374,241,351,752",44.5
"3053","Republic of Korea",1998,"female",479,3195400,"374,241,351,752",64.5
"3054","Republic of Korea",1998,"male",1398,2550700,"374,241,351,752",64.5
"3055","Republic of Korea",1998,"female",230,684600,"374,241,351,752",80
"3056","Republic of Korea",1998,"male",258,316200,"374,241,351,752",80
"3057","Republic of Korea",1999,"female",30,3143200,"485,248,229,337",9.5
"3058","Republic of Korea",1999,"male",31,3509800,"485,248,229,337",9.5
"3059","Republic of Korea",1999,"female",306,3859400,"485,248,229,337",19.5
"3060","Republic of Korea",1999,"male",496,4071500,"485,248,229,337",19.5
"3061","Republic of Korea",1999,"female",411,4405400,"485,248,229,337",29.5
"3062","Republic of Korea",1999,"male",901,4611200,"485,248,229,337",29.5
"3063","Republic of Korea",1999,"female",683,6497300,"485,248,229,337",44.5
"3064","Republic of Korea",1999,"male",2087,6758500,"485,248,229,337",44.5
"3065","Republic of Korea",1999,"female",464,3280700,"485,248,229,337",64.5
"3066","Republic of Korea",1999,"male",1201,2634700,"485,248,229,337",64.5
"3067","Republic of Korea",1999,"female",213,712800,"485,248,229,337",80
"3068","Republic of Korea",1999,"male",252,332800,"485,248,229,337",80
"3069","Republic of Korea",2000,"female",10,3157654,"561,633,125,840",9.5
"3070","Republic of Korea",2000,"male",20,3544949,"561,633,125,840",9.5
"3071","Republic of Korea",2000,"female",265,3767475,"561,633,125,840",19.5
"3072","Republic of Korea",2000,"male",408,3982626,"561,633,125,840",19.5
"3073","Republic of Korea",2000,"female",353,4386309,"561,633,125,840",29.5
"3074","Republic of Korea",2000,"male",748,4584802,"561,633,125,840",29.5
"3075","Republic of Korea",2000,"female",616,6714173,"561,633,125,840",44.5
"3076","Republic of Korea",2000,"male",1890,6980476,"561,633,125,840",44.5
"3077","Republic of Korea",2000,"female",481,3355684,"561,633,125,840",64.5
"3078","Republic of Korea",2000,"male",1133,2714103,"561,633,125,840",64.5
"3079","Republic of Korea",2000,"female",238,737452,"561,633,125,840",80
"3080","Republic of Korea",2000,"male",282,346040,"561,633,125,840",80
"3081","Republic of Korea",2001,"female",21,3180198,"533,052,076,314",9.5
"3082","Republic of Korea",2001,"male",13,3578071,"533,052,076,314",9.5
"3083","Republic of Korea",2001,"female",228,3688341,"533,052,076,314",19.5
"3084","Republic of Korea",2001,"male",356,3912425,"533,052,076,314",19.5
"3085","Republic of Korea",2001,"female",344,4355767,"533,052,076,314",29.5
"3086","Republic of Korea",2001,"male",835,4535491,"533,052,076,314",29.5
"3087","Republic of Korea",2001,"female",640,6918865,"533,052,076,314",44.5
"3088","Republic of Korea",2001,"male",1989,7195715,"533,052,076,314",44.5
"3089","Republic of Korea",2001,"female",520,3424102,"533,052,076,314",64.5
"3090","Republic of Korea",2001,"male",1331,2796018,"533,052,076,314",64.5
"3091","Republic of Korea",2001,"female",306,766768,"533,052,076,314",80
"3092","Republic of Korea",2001,"male",328,359104,"533,052,076,314",80
"3093","Republic of Korea",2002,"female",17,3205108,"609,020,054,512",9.5
"3094","Republic of Korea",2002,"male",14,3606696,"609,020,054,512",9.5
"3095","Republic of Korea",2002,"female",254,3602297,"609,020,054,512",19.5
"3096","Republic of Korea",2002,"male",374,3836446,"609,020,054,512",19.5
"3097","Republic of Korea",2002,"female",401,4314215,"609,020,054,512",29.5
"3098","Republic of Korea",2002,"male",970,4480596,"609,020,054,512",29.5
"3099","Republic of Korea",2002,"female",845,7092799,"609,020,054,512",44.5
"3100","Republic of Korea",2002,"male",2444,7370094,"609,020,054,512",44.5
"3101","Republic of Korea",2002,"female",664,3519055,"609,020,054,512",64.5
"3102","Republic of Korea",2002,"male",1648,2906720,"609,020,054,512",64.5
"3103","Republic of Korea",2002,"female",491,801199,"609,020,054,512",80
"3104","Republic of Korea",2002,"male",489,374816,"609,020,054,512",80
"3105","Republic of Korea",2003,"female",18,3221172,"680,520,724,062",9.5
"3106","Republic of Korea",2003,"male",15,3620823,"680,520,724,062",9.5
"3107","Republic of Korea",2003,"female",316,3526768,"680,520,724,062",19.5
"3108","Republic of Korea",2003,"male",495,3769703,"680,520,724,062",19.5
"3109","Republic of Korea",2003,"female",503,4221700,"680,520,724,062",29.5
"3110","Republic of Korea",2003,"male",1086,4394597,"680,520,724,062",29.5
"3111","Republic of Korea",2003,"female",1091,7273425,"680,520,724,062",44.5
"3112","Republic of Korea",2003,"male",3005,7532153,"680,520,724,062",44.5
"3113","Republic of Korea",2003,"female",855,3624827,"680,520,724,062",64.5
"3114","Republic of Korea",2003,"male",2239,3032808,"680,520,724,062",64.5
"3115","Republic of Korea",2003,"female",601,843447,"680,520,724,062",80
"3116","Republic of Korea",2003,"male",674,394465,"680,520,724,062",80
"3117","Republic of Korea",2004,"female",22,3222667,"764,880,644,711",9.5
"3118","Republic of Korea",2004,"male",21,3616737,"764,880,644,711",9.5
"3119","Republic of Korea",2004,"female",277,3443539,"764,880,644,711",19.5
"3120","Republic of Korea",2004,"male",423,3697288,"764,880,644,711",19.5
"3121","Republic of Korea",2004,"female",496,4130154,"764,880,644,711",29.5
"3122","Republic of Korea",2004,"male",912,4306280,"764,880,644,711",29.5
"3123","Republic of Korea",2004,"female",1154,7465643,"764,880,644,711",44.5
"3124","Republic of Korea",2004,"male",3227,7713408,"764,880,644,711",44.5
"3125","Republic of Korea",2004,"female",969,3722261,"764,880,644,711",64.5
"3126","Republic of Korea",2004,"male",2574,3153226,"764,880,644,711",64.5
"3127","Republic of Korea",2004,"female",695,890935,"764,880,644,711",80
"3128","Republic of Korea",2004,"male",722,417832,"764,880,644,711",80
"3129","Republic of Korea",2005,"female",20,3223612,"898,137,194,716",9.5
"3130","Republic of Korea",2005,"male",21,3606907,"898,137,194,716",9.5
"3131","Republic of Korea",2005,"female",421,3334069,"898,137,194,716",19.5
"3132","Republic of Korea",2005,"male",426,3606285,"898,137,194,716",19.5
"3133","Republic of Korea",2005,"female",679,4080577,"898,137,194,716",29.5
"3134","Republic of Korea",2005,"male",1010,4254877,"898,137,194,716",29.5
"3135","Republic of Korea",2005,"female",1179,7663628,"898,137,194,716",44.5
"3136","Republic of Korea",2005,"male",3109,7909318,"898,137,194,716",44.5
"3137","Republic of Korea",2005,"female",986,3815878,"898,137,194,716",64.5
"3138","Republic of Korea",2005,"male",2680,3271489,"898,137,194,716",64.5
"3139","Republic of Korea",2005,"female",700,942895,"898,137,194,716",80
"3140","Republic of Korea",2005,"male",780,442349,"898,137,194,716",80
"3141","Republic of Korea",2006,"female",20,3194081,"1,011,797,457,139",9.5
"3142","Republic of Korea",2006,"male",15,3561246,"1,011,797,457,139",9.5
"3143","Republic of Korea",2006,"female",285,3240878,"1,011,797,457,139",19.5
"3144","Republic of Korea",2006,"male",342,3529544,"1,011,797,457,139",19.5
"3145","Republic of Korea",2006,"female",490,4032326,"1,011,797,457,139",29.5
"3146","Republic of Korea",2006,"male",764,4206010,"1,011,797,457,139",29.5
"3147","Republic of Korea",2006,"female",1036,7878811,"1,011,797,457,139",44.5
"3148","Republic of Korea",2006,"male",2878,8129944,"1,011,797,457,139",44.5
"3149","Republic of Korea",2006,"female",895,3899641,"1,011,797,457,139",64.5
"3150","Republic of Korea",2006,"male",2506,3379258,"1,011,797,457,139",64.5
"3151","Republic of Korea",2006,"female",700,995303,"1,011,797,457,139",80
"3152","Republic of Korea",2006,"male",722,466922,"1,011,797,457,139",80
"3153","Republic of Korea",2007,"female",28,3108585,"1,122,679,154,632",9.5
"3154","Republic of Korea",2007,"male",25,3457021,"1,122,679,154,632",9.5
"3155","Republic of Korea",2007,"female",467,3173279,"1,122,679,154,632",19.5
"3156","Republic of Korea",2007,"male",410,3478791,"1,122,679,154,632",19.5
"3157","Republic of Korea",2007,"female",908,3988315,"1,122,679,154,632",29.5
"3158","Republic of Korea",2007,"male",997,4158963,"1,122,679,154,632",29.5
"3159","Republic of Korea",2007,"female",1297,8058659,"1,122,679,154,632",44.5
"3160","Republic of Korea",2007,"male",2902,8320051,"1,122,679,154,632",44.5
"3161","Republic of Korea",2007,"female",984,4009684,"1,122,679,154,632",64.5
"3162","Republic of Korea",2007,"male",2553,3510578,"1,122,679,154,632",64.5
"3163","Republic of Korea",2007,"female",743,1052764,"1,122,679,154,632",80
"3164","Republic of Korea",2007,"male",860,497517,"1,122,679,154,632",80
"3165","Republic of Korea",2008,"female",26,3008336,"1,002,219,052,968",9.5
"3166","Republic of Korea",2008,"male",23,3330584,"1,002,219,052,968",9.5
"3167","Republic of Korea",2008,"female",410,3128527,"1,002,219,052,968",19.5
"3168","Republic of Korea",2008,"male",481,3456651,"1,002,219,052,968",19.5
"3169","Republic of Korea",2008,"female",943,3931977,"1,002,219,052,968",29.5
"3170","Republic of Korea",2008,"male",977,4106089,"1,002,219,052,968",29.5
"3171","Republic of Korea",2008,"female",1500,8209985,"1,002,219,052,968",44.5
"3172","Republic of Korea",2008,"male",3265,8479364,"1,002,219,052,968",44.5
"3173","Republic of Korea",2008,"female",964,4138869,"1,002,219,052,968",64.5
"3174","Republic of Korea",2008,"male",2686,3658864,"1,002,219,052,968",64.5
"3175","Republic of Korea",2008,"female",755,1118039,"1,002,219,052,968",80
"3176","Republic of Korea",2008,"male",828,534462,"1,002,219,052,968",80
"3177","Republic of Korea",2009,"female",42,2908040,"901,934,953,365",9.5
"3178","Republic of Korea",2009,"male",39,3199206,"901,934,953,365",9.5
"3179","Republic of Korea",2009,"female",460,3120462,"901,934,953,365",19.5
"3180","Republic of Korea",2009,"male",549,3472834,"901,934,953,365",19.5
"3181","Republic of Korea",2009,"female",1121,3844207,"901,934,953,365",29.5
"3182","Republic of Korea",2009,"male",1260,4022361,"901,934,953,365",29.5
"3183","Republic of Korea",2009,"female",1780,8350429,"901,934,953,365",44.5
"3184","Republic of Korea",2009,"male",4048,8621339,"901,934,953,365",44.5
"3185","Republic of Korea",2009,"female",1152,4264449,"901,934,953,365",64.5
"3186","Republic of Korea",2009,"male",3025,3806592,"901,934,953,365",64.5
"3187","Republic of Korea",2009,"female",920,1191463,"901,934,953,365",80
"3188","Republic of Korea",2009,"male",1006,578635,"901,934,953,365",80
"3189","Republic of Korea",2010,"female",34,2793259,"1,094,499,338,703",9.5
"3190","Republic of Korea",2010,"male",27,3054724,"1,094,499,338,703",9.5
"3191","Republic of Korea",2010,"female",372,3137470,"1,094,499,338,703",19.5
"3192","Republic of Korea",2010,"male",493,3509674,"1,094,499,338,703",19.5
"3193","Republic of Korea",2010,"female",972,3756347,"1,094,499,338,703",29.5
"3194","Republic of Korea",2010,"male",1301,3936496,"1,094,499,338,703",29.5
"3195","Republic of Korea",2010,"female",1745,8411310,"1,094,499,338,703",44.5
"3196","Republic of Korea",2010,"male",4050,8681362,"1,094,499,338,703",44.5
"3197","Republic of Korea",2010,"female",1200,4424476,"1,094,499,338,703",64.5
"3198","Republic of Korea",2010,"male",3298,3986626,"1,094,499,338,703",64.5
"3199","Republic of Korea",2010,"female",914,1275018,"1,094,499,338,703",80
"3200","Republic of Korea",2010,"male",1152,631853,"1,094,499,338,703",80
"3201","Republic of Korea",2011,"female",26,2677562,"1,202,463,682,634",9.5
"3202","Republic of Korea",2011,"male",30,2914466,"1,202,463,682,634",9.5
"3203","Republic of Korea",2011,"female",347,3161440,"1,202,463,682,634",19.5
"3204","Republic of Korea",2011,"male",528,3543608,"1,202,463,682,634",19.5
"3205","Republic of Korea",2011,"female",901,3682791,"1,202,463,682,634",29.5
"3206","Republic of Korea",2011,"male",1384,3868804,"1,202,463,682,634",29.5
"3207","Republic of Korea",2011,"female",1694,8426582,"1,202,463,682,634",44.5
"3208","Republic of Korea",2011,"male",4255,8696946,"1,202,463,682,634",44.5
"3209","Republic of Korea",2011,"female",1178,4598818,"1,202,463,682,634",64.5
"3210","Republic of Korea",2011,"male",3393,4177826,"1,202,463,682,634",64.5
"3211","Republic of Korea",2011,"female",894,1360809,"1,202,463,682,634",80
"3212","Republic of Korea",2011,"male",1276,688365,"1,202,463,682,634",80
"3213","Republic of Korea",2012,"female",20,2582212,"1,222,807,284,485",9.5
"3214","Republic of Korea",2012,"male",28,2802575,"1,222,807,284,485",9.5
"3215","Republic of Korea",2012,"female",299,3188031,"1,222,807,284,485",19.5
"3216","Republic of Korea",2012,"male",475,3573502,"1,222,807,284,485",19.5
"3217","Republic of Korea",2012,"female",733,3604570,"1,222,807,284,485",29.5
"3218","Republic of Korea",2012,"male",1210,3795994,"1,222,807,284,485",29.5
"3219","Republic of Korea",2012,"female",1539,8431939,"1,222,807,284,485",44.5
"3220","Republic of Korea",2012,"male",3732,8693747,"1,222,807,284,485",44.5
"3221","Republic of Korea",2012,"female",1060,4778393,"1,222,807,284,485",64.5
"3222","Republic of Korea",2012,"male",3039,4379584,"1,222,807,284,485",64.5
"3223","Republic of Korea",2012,"female",887,1444622,"1,222,807,284,485",80
"3224","Republic of Korea",2012,"male",1137,745816,"1,222,807,284,485",80
"3225","Republic of Korea",2013,"female",16,2502109,"1,305,604,981,272",9.5
"3226","Republic of Korea",2013,"male",21,2708467,"1,305,604,981,272",9.5
"3227","Republic of Korea",2013,"female",283,3205797,"1,305,604,981,272",19.5
"3228","Republic of Korea",2013,"male",473,3589652,"1,305,604,981,272",19.5
"3229","Republic of Korea",2013,"female",698,3536920,"1,305,604,981,272",29.5
"3230","Republic of Korea",2013,"male",1126,3731895,"1,305,604,981,272",29.5
"3231","Republic of Korea",2013,"female",1550,8407766,"1,305,604,981,272",44.5
"3232","Republic of Korea",2013,"male",4112,8662051,"1,305,604,981,272",44.5
"3233","Republic of Korea",2013,"female",1004,4970200,"1,305,604,981,272",64.5
"3234","Republic of Korea",2013,"male",3136,4595358,"1,305,604,981,272",64.5
"3235","Republic of Korea",2013,"female",816,1531049,"1,305,604,981,272",80
"3236","Republic of Korea",2013,"male",1191,806960,"1,305,604,981,272",80
"3237","Republic of Korea",2014,"female",11,2424320,"1,411,333,926,201",9.5
"3238","Republic of Korea",2014,"male",22,2615352,"1,411,333,926,201",9.5
"3239","Republic of Korea",2014,"female",257,3209671,"1,411,333,926,201",19.5
"3240","Republic of Korea",2014,"male",453,3588494,"1,411,333,926,201",19.5
"3241","Republic of Korea",2014,"female",643,3460437,"1,411,333,926,201",29.5
"3242","Republic of Korea",2014,"male",1133,3662939,"1,411,333,926,201",29.5
"3243","Republic of Korea",2014,"female",1506,8376722,"1,411,333,926,201",44.5
"3244","Republic of Korea",2014,"male",4085,8631486,"1,411,333,926,201",44.5
"3245","Republic of Korea",2014,"female",961,5173521,"1,411,333,926,201",64.5
"3246","Republic of Korea",2014,"male",2952,4819912,"1,411,333,926,201",64.5
"3247","Republic of Korea",2014,"female",721,1627234,"1,411,333,926,201",80
"3248","Republic of Korea",2014,"male",1090,875829,"1,411,333,926,201",80
"3249","Republic of Korea",2015,"female",14,2347429,"1,382,764,027,114",9.5
"3250","Republic of Korea",2015,"male",17,2523952,"1,382,764,027,114",9.5
"3251","Republic of Korea",2015,"female",256,3211732,"1,382,764,027,114",19.5
"3252","Republic of Korea",2015,"male",421,3580725,"1,382,764,027,114",19.5
"3253","Republic of Korea",2015,"female",572,3353452,"1,382,764,027,114",29.5
"3254","Republic of Korea",2015,"male",988,3573299,"1,382,764,027,114",29.5
"3255","Republic of Korea",2015,"female",1372,8337331,"1,382,764,027,114",44.5
"3256","Republic of Korea",2015,"male",3678,8593620,"1,382,764,027,114",44.5
"3257","Republic of Korea",2015,"female",990,5412589,"1,382,764,027,114",64.5
"3258","Republic of Korea",2015,"male",3123,5071921,"1,382,764,027,114",64.5
"3259","Republic of Korea",2015,"female",750,1721418,"1,382,764,027,114",80
"3260","Republic of Korea",2015,"male",1329,944284,"1,382,764,027,114",80
"3261","Russian Federation",1989,"female",48,10898600,"506,500,173,960",9.5
"3262","Russian Federation",1989,"male",263,11233200,"506,500,173,960",9.5
"3263","Russian Federation",1989,"female",628,9650700,"506,500,173,960",19.5
"3264","Russian Federation",1989,"male",2581,10073900,"506,500,173,960",19.5
"3265","Russian Federation",1989,"female",827,12470000,"506,500,173,960",29.5
"3266","Russian Federation",1989,"male",6856,12748800,"506,500,173,960",29.5
"3267","Russian Federation",1989,"female",2326,19316700,"506,500,173,960",44.5
"3268","Russian Federation",1989,"male",12030,18058500,"506,500,173,960",44.5
"3269","Russian Federation",1989,"female",3042,15522500,"506,500,173,960",64.5
"3270","Russian Federation",1989,"male",6250,9383700,"506,500,173,960",64.5
"3271","Russian Federation",1989,"female",1677,4738100,"506,500,173,960",80
"3272","Russian Federation",1989,"male",1393,1349100,"506,500,173,960",80
"3273","Russian Federation",1990,"female",52,11049400,"516,814,274,022",9.5
"3274","Russian Federation",1990,"male",260,11397000,"516,814,274,022",9.5
"3275","Russian Federation",1990,"female",641,9649700,"516,814,274,022",19.5
"3276","Russian Federation",1990,"male",2874,10059700,"516,814,274,022",19.5
"3277","Russian Federation",1990,"female",910,12197600,"516,814,274,022",29.5
"3278","Russian Federation",1990,"male",6868,12477900,"516,814,274,022",29.5
